,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_норм_%,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%,Числ_насел
680,Магаданская область,2008,30.0,0.32066091530373,258848.1,104.6,94.9,77.0,102.1,160.9
681,Магаданская область,2009,29.0,0.8894193448708555,299403.8,102.5,95.2,77.0,105.8,159.0
682,Магаданская область,2010,27.0,0.7167848882164788,377895.0,97.6,95.5,77.0,103.9,156.5
683,Магаданская область,2011,26.0,1.211876266034123,464366.7,94.5,95.6,79.0,108.3,154.3
684,Магаданская область,2012,16.78,2.770248884502135,511959.6,110.1,95.7,79.44,110.0,152.0
685,Магаданская область,2013,16.26,2.3071607171177613,589096.7,86.2,95.8,83.09,103.0,149.8
686,Магаданская область,2014,14.25,2.316007955698971,652303.2,99.2,95.9,83.11,109.0,147.4
687,Магаданская область,2015,12.92,1.879289306771236,858967.0,114.2,95.9,74.85,107.5,145.5
688,Магаданская область,2016,13.6,0.5823883316718633,1060991.5,100.9,96.0,73.2,100.8,144.6
689,Магаданская область,2017,14.51,1.4605415344464543,1125991.6,111.4,96.2,71.82,107.7,142.9
690,Магаданская область,2018,11.14,0.4194213774858167,1247255.2,96.0,96.3,83.62,109.6,139.9
691,Магаданская область,2019,4.87,0.5686703675910583,1539596.1,89.4,96.4,78.42,112.6,138.6
692,Магаданская область,2020,14.15,0.5298885483226137,2066380.4,103.9,96.4,75.24,105.7,137.3
693,Магаданская область,2021,13.78,3.201527925447184,2343311.4,94.1,96.4,75.33,106.0,135.9
694,Магаданская область,2022,13.52,1.6830995656799477,2338219.1,107.7,96.5,74.3,101.1,134.3
695,Магаданская область,2023,14.0,3.630201719317176,3017500.0,106.0,96.5,74.0,92.9,133.4
696,Московская область,2000,638.0,0.0922342405157855,26687.7,109.9,79.5,1900.0,111.7,6613.5
697,Московская область,2001,618.0,0.454145950239752,35569.3,91.4,79.4,1847.0,104.5,6609.2
698,Московская область,2002,630.0,0.3375911167918197,47323.5,102.3,79.3,1787.0,107.2,6616.9
699,Московская область,2003,626.0,0.288040529079498,62023.3,101.1,79.4,1710.0,129.48,6671.3
700,Московская область,2004,643.0,0.0815763099107555,79833.2,99.2,80.2,1609.0,115.8,6736.7
701,Московская область,2005,635.0,0.0687555794894261,104738.3,101.3,80.1,1486.0,114.1,6783.8
702,Московская область,2006,617.0,0.1654422612850785,137092.1,99.7,80.3,1595.0,113.0,6846.8
703,Московская область,2007,597.0,0.0535600859460568,188565.3,101.1,79.9,1512.0,106.2,6895.4
704,Московская область,2008,588.0,0.0802533502901103,237595.8,98.4,80.2,1618.0,106.0,6958.0
705,Московская область,2009,565.0,0.0220801090502507,217339.7,105.4,80.2,1635.0,86.8,7024.2
706,Московская область,2010,1309.0,0.07395305704892,259421.5,82.6,80.1,2482.0,107.1,7106.2
707,Московская область,2011,1220.0,0.0326256033353251,303386.9,125.1,80.0,2747.0,109.7,7243.7
708,Московская область,2012,1214.41,0.0555472170907595,322242.7,94.2,80.0,2345.25,107.9,7385.5
709,Московская область,2013,1190.05,0.219663165618041,341618.7,95.8,79.9,2261.72,105.2,7519.7
710,Московская область,2014,1121.91,0.0809121895364156,361238.5,99.2,79.8,2183.47,104.1,7666.3
711,Московская область,2015,1077.78,0.0535586634150334,411183.7,105.6,79.7,2030.24,101.1,7805.8
712,Московская область,2016,1066.87,0.0190384228621093,533624.2,99.2,79.6,1890.04,114.7,7960.0
713,Московская область,2017,1035.69,0.1560281644390322,534666.5,95.8,79.4,1806.14,108.0,8088.3
714,Московская область,2018,956.19,0.0549470302833268,569142.7,102.5,79.2,1718.93,109.8,8233.2
715,Московская область,2019,870.35,0.0340324784391726,625811.9,109.4,79.0,1747.9,113.1,8372.9
716,Московская область,2020,853.02,0.0784106366234366,643208.1,98.0,78.7,1645.4,109.7,8436.9
717,Московская область,2021,902.13,0.063438208829429,802156.1,104.8,78.5,1706.21,121.9,8542.3
718,Московская область,2022,807.74,0.1705930127367186,901231.0,102.4,78.3,1731.29,102.9,8591.7
719,Московская область,2023,806.0,0.1970413776306279,1072300.0,103.1,78.0,1779.0,116.1,8651.3
720,Мурманская область,2000,429.0,0.5905613494150721,59157.8,104.1,92.3,1720.0,104.67,922.9
721,Мурманская область,2001,370.0,2.4280965723050305,62965.4,95.5,92.3,1722.0,101.1,905.7
722,Мурманская область,2002,366.0,1.323950185111052,76236.9,94.0,92.2,1663.0,96.92,889.8
723,Мурманская область,2003,339.0,1.0688612613998545,91442.1,84.3,92.3,1666.0,104.02,873.2
724,Мурманская область,2004,374.0,0.5694643600166438,144469.3,90.2,92.0,1739.0,104.3,856.9
725,Мурманская область,2005,394.0,0.4905704966200095,156652.5,105.5,92.3,1627.0,100.2,839.4
726,Мурманская область,2006,329.0,0.4284473872267229,190124.3,110.1,92.5,1732.0,101.5,824.0
727,Мурманская область,2007,383.0,0.1851129996878663,233765.5,105.8,92.6,1605.0,98.2,815.1
728,Мурманская область,2008,356.0,0.5758750967910974,263755.5,104.0,92.7,1622.0,94.6,805.6
729,Мурманская область,2009,352.0,0.7975716429608056,251956.9,100.9,92.7,1610.0,96.5,799.8
730,Мурманская область,2010,339.0,1.2445303674751722,292926.1,96.3,92.8,1502.0,103.2,794.1
731,Мурманская область,2011,334.0,0.708851806041961,334720.5,99.8,92.8,1586.0,99.5,782.2
732,Мурманская область,2012,375.84,0.4687971866454439,365920.8,101.7,92.9,1472.39,102.7,769.2
733,Мурманская область,2013,333.59,0.7808370248813763,402526.1,77.0,93.0,1593.08,99.8,754.1
734,Мурманская область,2014,331.01,1.8941999160502945,438309.7,81.1,93.0,1560.96,99.8,743.9
735,Мурманская область,2015,328.28,3.2423709985514817,543412.9,77.0,93.0,1373.41,106.8,734.1
736,Мурманская область,2016,319.78,0.816656299216392,640507.9,76.2,93.0,1393.24,106.6,724.1
737,Мурманская область,2017,317.91,0.9283362900978152,666306.4,103.5,93.0,1418.22,111.6,714.7
738,Мурманская область,2018,297.86,8.772443414902366,734566.5,102.6,93.0,1446.87,101.5,704.0
739,Мурманская область,2019,266.47,10.995544392973216,883121.0,94.4,93.0,1368.91,108.0,692.2
740,Мурманская область,2020,127.24,1.8342153128918133,1164918.2,106.5,93.1,1422.94,101.0,678.6
741,Мурманская область,2021,131.06,0.9532539851295088,1646950.9,106.5,93.1,1327.02,105.7,665.2
742,Мурманская область,2022,110.83,0.8487047680418766,1735233.4,89.6,93.0,1435.35,95.9,658.7
743,Мурманская область,2023,124.0,1.277163501854949,1714600.0,106.1,93.0,1586.0,97.5,656.4
744,Ненецкий автономный округ,2000,1.12,0.4750083864475009,25320.1,90.6,62.3,4.72,108.99,40.9
745,Ненецкий автономный округ,2001,1.01,1.4095678882484115,32037.2,100.6,62.8,5.0,143.5,40.9
746,Ненецкий автономный округ,2002,1.11,1.855413572156692,41322.8,90.6,63.4,6.0,111.9,41.7
747,Ненецкий автономный округ,2003,1.21,0.1433072689951518,599201.7,92.6,63.9,7.0,143.92,41.9
748,Ненецкий автономный округ,2004,1.19,0.6807488373620433,944926.1,98.3,64.7,7.0,142.6,41.9
749,Ненецкий автономный округ,2005,1.2,2.1194676452369614,1067007.7,96.9,65.3,11.0,115.4,41.9
750,Ненецкий автономный округ,2006,1.35,10.279376163596456,1605587.4,109.0,66.0,12.0,104.8,41.8
751,Ненецкий автономный округ,2007,1.57,0.5073994539970543,2336326.5,89.6,66.6,11.0,105.2,41.9
752,Ненецкий автономный округ,2008,1.59,1.357505323777499,2184301.8,106.6,67.2,18.0,107.7,41.8
753,Ненецкий автономный округ,2009,1.63,0.0627257203038615,3100503.1,99.9,67.0,28.0,128.1,42.1
754,Ненецкий автономный округ,2010,0.3,0.5641571922649685,3465406.9,112.1,67.9,30.0,96.5,42.1
755,Ненецкий автономный округ,2011,0.2,0.6164945811342836,3926593.4,109.7,69.0,30.0,83.9,42.2
756,Ненецкий автономный округ,2012,0.11,0.1536330651040224,3721264.5,106.6,69.9,28.97,89.3,42.3
757,Ненецкий автономный округ,2013,0.13,0.1690897163599742,4099188.4,81.5,70.7,33.48,96.5,42.2
758,Ненецкий автономный округ,2014,0.01,0.6312487366972213,4426058.3,95.7,71.7,9.22,105.9,42.3
759,Ненецкий автономный округ,2015,0.01,0.4733709371086761,5359728.6,110.6,72.3,14.09,110.2,42.5
760,Ненецкий автономный округ,2016,0.41,0.5955465146262499,6173733.5,132.1,72.3,13.93,115.3,42.3
761,Ненецкий автономный округ,2017,0.31,1.7495429677991232,6302095.4,88.7,72.6,14.9,96.9,42.0
762,Ненецкий автономный округ,2018,0.42,0.3428540753176363,7658795.0,103.3,72.9,15.13,96.5,41.6
763,Ненецкий автономный округ,2019,0.12,0.094280647373557,7954412.5,95.3,73.4,15.58,98.9,41.6
764,Ненецкий автономный округ,2020,0.09,1.5823730688680968,5547322.7,87.2,73.8,21.67,88.9,41.6
765,Ненецкий автономный округ,2021,0.0,0.0005801338240491,9866203.9,125.6,74.2,20.51,102.4,41.4
766,Ненецкий автономный округ,2022,0.0,0.0615619129271595,11786365.0,95.9,74.5,22.05,112.1,41.4
767,Ненецкий автономный округ,2023,0.0,0.1028936765076861,11995400.0,102.8,74.8,20.0,93.7,42.2
768,Нижегородская область,2000,580.0,0.6300258243468477,29090.1,103.3,78.0,1295.0,92.6,3594.5
769,Нижегородская область,2001,545.0,0.2998351890470699,41773.2,104.1,78.1,1268.0,98.0,3554.7
770,Нижегородская область,2002,468.0,0.2711774812455913,48321.6,97.2,78.2,1235.0,104.3,3515.7
771,Нижегородская область,2003,461.0,0.4863900138213661,59149.2,100.2,78.3,1202.0,106.4,3481.1
772,Нижегородская область,2004,421.0,0.3311058639375468,69629.5,98.1,78.1,1188.0,101.6,3447.9
773,Нижегородская область,2005,425.0,0.3250611479839599,87354.7,105.5,78.3,1197.0,103.3,3414.3
774,Нижегородская область,2006,420.0,0.2909154200791482,110662.7,101.1,78.4,1174.0,108.9,3384.3
775,Нижегородская область,2007,410.0,0.3222167665242504,140297.9,96.1,78.5,1193.0,100.5,3362.8
776,Нижегородская область,2008,410.0,0.3443966855460377,175587.1,103.3,78.6,1150.0,90.4,3343.7
777,Нижегородская область,2009,379.0,0.1803025457628791,164071.8,104.1,78.8,1121.0,77.9,3326.8
778,Нижегородская область,2010,472.0,0.275491382660604,196792.5,78.3,78.9,1112.0,116.7,3307.6
779,Нижегородская область,2011,461.0,0.319824617851666,233524.0,121.7,79.0,1064.0,107.7,3293.6
780,Нижегородская область,2012,451.37,0.641493216242547,256111.3,97.9,79.1,1040.73,104.1,3283.2
781,Нижегородская область,2013,524.59,0.6307580562527157,282292.6,97.2,79.2,997.14,104.5,3271.6
782,Нижегородская область,2014,396.93,0.8349906053741005,309244.3,104.9,79.4,880.15,100.6,3257.0
783,Нижегородская область,2015,389.6,0.2246868491110976,339831.4,100.8,79.5,858.31,102.5,3244.1
784,Нижегородская область,2016,377.14,0.1920677244083948,396361.6,99.0,79.5,788.69,105.4,3228.5
785,Нижегородская область,2017,369.9,0.17708357875438,430967.0,100.2,79.5,746.67,104.8,3212.5
786,Нижегородская область,2018,363.24,0.4326904219414732,469309.3,99.6,79.6,758.34,102.3,3189.1
787,Нижегородская область,2019,312.66,0.3737236435685833,508283.2,103.8,79.7,693.12,105.3,3174.2
788,Нижегородская область,2020,320.54,1.2605832009754967,506541.7,105.0,79.8,671.92,95.3,3144.5
789,Нижегородская область,2021,301.7,0.6559054036441916,617664.1,92.9,79.9,685.8,113.6,3108.9
790,Нижегородская область,2022,300.82,1.1425931534428448,739124.7,112.0,80.0,671.9,101.3,3081.8
791,Нижегородская область,2023,315.0,1.246046895905902,870100.0,111.1,80.0,694.0,111.8,3060.3
792,Новгородская область,2000,97.0,0.1554134172807708,29347.0,107.6,69.6,109.0,108.9,710.3
793,Новгородская область,2001,95.0,0.12402458092433,38975.3,105.8,69.7,114.0,104.8,700.9
794,Новгородская область,2002,93.0,0.1232823166003534,45178.5,96.8,69.9,113.0,101.1,692.1
795,Новгородская область,2003,81.0,0.3522741894400722,55387.3,91.5,70.2,112.0,111.2,682.9
796,Новгородская область,2004,81.0,0.2700483121218952,72549.3,100.8,70.4,114.0,109.65,674.5
797,Новгородская область,2005,78.0,0.2994034296919416,95286.2,98.7,70.8,109.0,108.35,665.6
798,Новгородская область,2006,78.0,0.3540530512333865,113246.4,89.1,71.2,108.0,101.66,657.6
799,Новгородская область,2007,75.0,0.2012348713262232,132334.8,98.2,71.3,107.0,106.4,652.2
800,Новгородская область,2008,73.0,0.1495814273418834,177472.4,105.5,71.2,106.0,102.3,645.4
801,Новгородская область,2009,74.0,0.1871922521451023,183196.9,116.0,70.5,105.0,87.7,639.7
802,Новгородская область,2010,97.0,0.0971337704598933,200248.6,124.8,70.7,108.0,116.1,632.8
803,Новгородская область,2011,92.0,0.1911071133628862,243130.1,114.5,70.7,102.0,110.9,629.2
804,Новгородская область,2012,86.86,0.2745261910944359,272065.9,104.0,70.7,94.93,104.4,624.9
805,Новгородская область,2013,72.64,0.9355618530786312,287036.7,89.0,70.8,122.39,105.4,621.0
806,Новгородская область,2014,74.33,0.4385350379638459,338150.7,109.5,71.3,87.36,112.9,616.9
807,Новгородская область,2015,76.31,1.4563369115205038,380459.4,114.4,71.3,88.02,102.7,613.6
808,Новгородская область,2016,77.98,0.2967566214383491,413626.0,104.8,71.4,91.47,103.8,610.0
809,Новгородская область,2017,28.47,0.5954680523317318,422137.6,93.2,71.7,90.53,105.4,603.7
810,Новгородская область,2018,26.43,0.4495517554477084,431838.2,102.4,72.2,95.18,101.0,597.0
811,Новгородская область,2019,25.4,0.5867911090983463,460231.8,99.6,72.5,92.93,103.0,592.8
812,Новгородская область,2020,23.29,0.3835023363425058,473600.1,95.2,72.7,98.08,102.5,588.3
813,Новгородская область,2021,22.5,0.2763360289159164,590942.9,93.0,73.0,95.92,106.8,581.6
814,Новгородская область,2022,22.24,0.4012060008948325,657673.6,100.4,73.1,98.04,92.5,575.9
815,Новгородская область,2023,21.0,0.2913075616411157,712900.0,99.6,73.2,95.0,102.7,571.4
816,Новосибирская область,2000,78.0,0.2138468631227547,26472.3,128.1,74.8,901.0,110.7,2715.1
817,Новосибирская область,2001,74.0,0.1620534969448755,35177.3,110.8,75.0,823.0,107.3,2703.0
